과목명,강사,url
AWS SAA-C03 자격증 대비-문제 풀이,쌤즈(SSAMZ),https://www.inflearn.com/course/aws-saa-c03-%EB%AC%B8%EC%A0%9C%ED%92%80%EC%9D%B4?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
차이를 만드는 AWS 클라우드 보안 첫걸음,SK엠앤서비스,https://www.inflearn.com/course/%EC%B0%A8%EC%9D%B4%EB%A5%BC-%EB%A7%8C%EB%93%9C%EB%8A%94-aws%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EB%B3%B4%EC%95%88-%EC%B2%AB%EA%B1%B8%EC%9D%8C?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
Python을 활용한 AWS FinOps 어플리케이션 제작,천강민,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%ED%99%9C%EC%9A%A9-aws-finops-%EC%96%B4%ED%94%8C%EB%A6%AC%EC%BC%80%EC%9D%B4%EC%85%98?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
누구나 쉽게 이해하는 4차 산업혁명 ICBM기술,조슈아,https://www.inflearn.com/course/%EB%88%84%EA%B5%AC%EB%82%98-%EC%89%BD%EA%B2%8C-4%EC%B0%A8%EC%82%B0%EC%97%85%ED%98%81%EB%AA%85-icbm?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
마이크로넛 자바 클라우드 어플리케이션 제작,Billy Lee,https://www.inflearn.com/course/%EB%A7%88%EC%9D%B4%ED%81%AC%EB%A1%9C%EB%84%9B-%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EB%84%A4%EC%9D%B4%ED%8B%B0%EB%B8%8C?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
AWS로 구축하는 MSA와 컨테이너 오케스트레이션,Burger,https://www.inflearn.com/course/aws-%EA%B5%AC%EC%B6%95%ED%95%98%EB%8A%94-%EC%BB%A8%ED%85%8C%EC%9D%B4%EB%84%88-%EC%98%A4%EC%BC%80%EC%8A%A4%ED%8A%B8%EB%A0%88%EC%9D%B4%EC%85%98?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
AWS 콘솔로 배우는 AWS 기초 및 설명 그리고 고수가 되기 위한 준비,송주영,https://www.inflearn.com/course/aws-%EC%BD%98%EC%86%94-%EA%B8%B0%EC%B4%88-%EC%84%A4%EB%AA%85?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
실리콘밸리 엔지니어와 함께하는 아마존 웹서비스(Core)편,미쿡엔지니어,https://www.inflearn.com/course/%EC%8B%A4%EB%A6%AC%EC%BD%98%EB%B0%B8%EB%A6%AC-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-%EC%95%84%EB%A7%88%EC%A1%B4-%EC%9B%B9%EC%84%9C%EB%B9%84%EC%8A%A4-core?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
실전도커: 도커로 나만의 딥러닝 클라우드 컴퓨터 만들기,다니엘,https://www.inflearn.com/course/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EC%A0%84%EB%AC%B8%EA%B0%80-%EC%8B%A4%EC%9A%A9%EC%A0%81%EC%9D%B8-%EB%8F%84%EC%BB%A4?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
DevOps를 위한 Docker 가상화 기술 (Private Harbor Registry),Dowon Lee,https://www.inflearn.com/course/devops-docker-%EA%B0%80%EC%83%81%ED%99%94-%EA%B8%B0%EC%88%A0?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
쉽게 설명하는 AWS 기초 강의,AWS 강의실,https://www.inflearn.com/course/%EC%89%BD%EA%B2%8C-%EC%84%A4%EB%AA%85%ED%95%98%EB%8A%94-aws-%EA%B8%B0%EC%B4%88?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
"중급, 활용편 #1 DevOps : Infrastructure as Code with AWS and 테라폼",송주영,https://www.inflearn.com/course/%EB%8D%B0%EB%B8%8C%EC%98%B5%EC%8A%A4-%ED%85%8C%EB%9D%BC%ED%8F%BC-%EC%A4%91%EA%B8%89-%ED%99%9C%EC%9A%A9?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
[2024 리뉴얼] 스스로 구축하는 AWS 클라우드 네트워크 - 기본편,노마드 콘텐츠 랩,https://www.inflearn.com/course/aws-%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC-%EA%B8%B0%EB%B3%B8?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
[2024] 처음 시작하는 도커와 컨테이너,천강민,https://www.inflearn.com/course/%EC%B2%98%EC%9D%8C-%EC%8B%9C%EC%9E%91%ED%95%98%EB%8A%94-%EB%8F%84%EC%BB%A4-%EC%BB%A8%ED%85%8C%EC%9D%B4%EB%84%88?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
"실습으로 배우는 그라파나 - {{ x86-64, arm64 }}",문성주,https://www.inflearn.com/course/%EC%8B%A4%EC%8A%B5%EC%9C%BC%EB%A1%9C-%EB%B0%B0%EC%9A%B0%EB%8A%94-%EA%B7%B8%EB%9D%BC%ED%8C%8C%EB%82%98?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
"쉽게 시작하는 쿠버네티스(v1.30) - {{ x86-64, arm64 }}",조훈(Hoon Jo),https://www.inflearn.com/course/%EC%BF%A0%EB%B2%84%EB%84%A4%ED%8B%B0%EC%8A%A4-%EC%89%BD%EA%B2%8C%EC%8B%9C%EC%9E%91?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
개발자를 위한 쉬운 도커,데브위키,https://www.inflearn.com/course/%EA%B0%9C%EB%B0%9C%EC%9E%90%EB%A5%BC-%EC%9C%84%ED%95%9C-%EC%89%AC%EC%9A%B4-%EB%8F%84%EC%BB%A4?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
AWS(Amazon Web Service) 실전을 위한 강의,Sungmin Kim,https://www.inflearn.com/course/aws-%EC%8B%A4%EC%A0%84-%EA%B0%95%EC%9D%98-simonkim?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
스스로 구축하는 AWS 클라우드 인프라 - 기본편,노마드 콘텐츠 랩,https://www.inflearn.com/course/aws-%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EC%9D%B8%ED%94%84%EB%9D%BC-%EA%B8%B0%EB%B3%B8?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
"실습으로 배우는 프로메테우스 - {{ x86-64, arm64 }}",문성주,https://www.inflearn.com/course/%EC%8B%A4%EC%8A%B5%EC%9C%BC%EB%A1%9C-%EB%B0%B0%EC%9A%B0%EB%8A%94-%ED%94%84%EB%A1%9C%EB%A9%94%ED%85%8C%EC%9A%B0%EC%8A%A4?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
처음 시작하는 Infrastructure as Code: AWS & 테라폼,송주영,https://www.inflearn.com/course/%EB%8D%B0%EB%B8%8C%EC%98%B5%EC%8A%A4-%ED%85%8C%EB%9D%BC%ED%8F%BC-aws?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
MS Azure 애저 클라우드 서비스 구축 이해와 보안,보안프로젝트,https://www.inflearn.com/course/%EC%95%A0%EC%A0%80-%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EB%B3%B4%EC%95%88?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
바로쓰는 CI/CD on K8S,Dewey Hong,https://www.inflearn.com/course/%EB%B0%94%EB%A1%9C%EC%93%B0%EB%8A%94-cicd-k8s?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
아키텍처 설계 및 구현 (기초편),숀김,https://www.inflearn.com/course/%EC%9D%B8%ED%94%84%EB%9D%BC-%EC%95%84%ED%82%A4%ED%85%8D%EC%B2%98-%EC%84%A4%EA%B3%84-%EA%B8%B0%EC%B4%88?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
99% J형 엔지니어와 함께하는 AWS EKS와 GitLab CI/CD 기초 완벽 정복,Meiko,https://www.inflearn.com/course/aws-eks-gitlab-ci-cd-j?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
따라하며 배우는 도커와 CI환경 [2023.11 업데이트],John Ahn,https://www.inflearn.com/course/%EB%94%B0%EB%9D%BC%ED%95%98%EB%A9%B0-%EB%B0%B0%EC%9A%B0%EB%8A%94-%EB%8F%84%EC%BB%A4-ci?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
Terraform 배포 가이드,싸플,https://www.inflearn.com/course/%ED%85%8C%EB%9D%BC%ED%8F%BC-%EB%B0%B0%ED%8F%AC-%EA%B0%80%EC%9D%B4%EB%93%9C?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
"AWS 배포 완벽가이드 (feat. Lightsail, Docker, ECS)",김시훈,https://www.inflearn.com/course/aws-%EB%B0%B0%ED%8F%AC-%EC%99%84%EB%B2%BD%EA%B0%80%EC%9D%B4%EB%93%9C?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
CloudNet@와 함께하는 AWS 네트워킹 입문,Ongja_CloudNet@,https://www.inflearn.com/course/cloudneta-aws-%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%82%B9-%EC%9E%85%EB%AC%B8?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
클라우드 입문자를 위한 AWS 핵심 서비스 이해와 실습,이상희강사,https://www.inflearn.com/course/%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-aws-%ED%95%B5%EC%8B%AC-%EC%84%9C%EB%B9%84%EC%8A%A4-%EC%9D%B4%ED%95%B4-%EC%8B%A4%EC%8A%B5?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
AWS(Amazon Web Service) 입문자를 위한 강의,Sungmin Kim,https://www.inflearn.com/course/aws-%EC%9E%85%EB%AC%B8?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
실무에서 꼭 필요한 서버 모니터링(Zabbix),유똥,https://www.inflearn.com/course/%EA%BC%AD-%ED%95%84%EC%9A%94%ED%95%9C-%EC%84%9C%EB%B2%84-%EB%AA%A8%EB%8B%88%ED%84%B0%EB%A7%81-zabbix?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
스타트업 성장과 함께하는 AWS 클라우드 아키텍쳐 올인원,luckyvanilla3,https://www.inflearn.com/course/%EC%8A%A4%ED%83%80%ED%8A%B8%EC%97%85-with-aws-1?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
"그림으로 배우는 쿠버네티스(v1.30) - {{ x86-64, arm64 }}",조훈(Hoon Jo),https://www.inflearn.com/course/%EA%B7%B8%EB%A6%BC%EC%9C%BC%EB%A1%9C-%EB%B0%B0%EC%9A%B0%EB%8A%94-%EC%BF%A0%EB%B2%84%EB%84%A4%ED%8B%B0%EC%8A%A4?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
CloudNet@와 함께하는 Amazon EKS 기본 강의,Ongja_CloudNet@,https://www.inflearn.com/course/amazon-eks-%EA%B8%B0%EB%B3%B8-%EA%B0%95%EC%9D%98?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
아주 쉽다 클라우드! AWS Lightsail 자습서!,제주코딩베이스캠프,https://www.inflearn.com/course/%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-aws-lightsail-%EC%9E%90%EC%8A%B5%EC%84%9C?attributionToken=ChM4NTUzMzQyOTM4OTI0OTU5MDc4EA0aI3JlY29tbWVuZGVfcmVjb21tZW5kZV8xNzAyNTI2NDM0MDY2IhdyZWNvbW1lbmRlZC1mb3IteW91LWN2cigAOiz38dESsvHREvPRhBK-8tESj_LRErTx0RKM8tES-vHREq3y0RKp8tESu_LREg
